ain,PRIMARY_NA,FRS_FACILI,REGISTRY_I,LOCATION_A,SUPPLEMENT,CITY_NAME,COUNTY_NAM,FIPS_CODE,STATE_CODE,STATE_NAME,COUNTRY_NA,POSTAL_COD,FEDERAL_FA,FEDERAL_AG,TRIBAL_LAN,TRIBAL_L_1,CONGRESSIO,CENSUS_BLO,HUC_CODE,EPA_REGION,SITE_TYPE_,LOCATION_D,CREATE_DAT,UPDATE_DAT,US_MEXICO_,PGM_SYS_AC,INTEREST_T,NAICS_CODE,NAICS_CO_1,SIC_CODES,SIC_CODE_D,CONVEYOR,COLLECT_DE,ACCURACY_V,REF_POINT_,HDATUM_DES,SOURCE_DES,count,,X,Y
6007007009,ALLOY METALS CO INC,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110009270010,1.10E+11,1000 EAST 60TH STREET,1000 EAST 60TH STREET,LOS ANGELES,LOS ANGELES,6037,CA,CALIFORNIA,USA,90001-1019,,,,,35,6.04E+13,18070105,9,POTENTIALLY CONTAMINATED SITE,,3/1/2000 0:00:00,2/26/2016 15:47:00,,"ICIS, NCDB, SEMS, TRIS","COMPLIANCE ACTIVITY, FORMAL ENFORCEMENT ACTION, SUPERFUND (NON-NPL), TRI REPORTER","331000, 331492","SECONDARY SMELTING, REFINING, AND ALLOYING OF NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM).",3341,SECONDARY SMELTING AND REFINING OF NONFERROUS METALS,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,120,,-118.25755,33.98524
5118019028,ALNA ENVELOPE COMPANY,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110002801727,1.10E+11,1567 E 25TH ST.,,LOS ANGELES,LOS ANGELES,6037,CA,CALIFORNIA,USA,90011-1887,,,,,31,6.04E+13,18070104,9,STATIONARY,,3/1/2000 0:00:00,10/14/2015 11:24:00,,"CA-ENVIROVIEW, HWTS-DATAMART, RCRAINFO","SQG, STATE MASTER",323111,COMMERCIAL GRAVURE PRINTING.,2700,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,121,,-118.2446,34.01535
6007015027,ALPHA CENTURION INC,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110002730974,1.10E+11,802 E GAGE AVE,,LOS ANGELES,LOS ANGELES,6037,CA,CALIFORNIA,USA,90001,,,,,35,6.04E+13,18070105,9,STATIONARY,,3/1/2000 0:00:00,9/24/2014 19:24:00,,RCRAINFO,SQG,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,122,,-118.26099,33.98154
5111019013,ALPHA IMPRESSIONS INC.,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110065446404,1.10E+11,4161 S MAIN ST,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90037,,,,,31,6.04E+13,18070105,9,STATIONARY,,10/13/2015 9:30:00,,,CA-ENVIROVIEW,STATE MASTER,,,3911,"JEWELRY, PRECIOUS METAL",FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,123,,-118.27429,34.00782
5036008033,ALPINE AUTO SERVICE,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110064969306,1.10E+11,3792 S WESTERN AVE,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90018,,,,,33,6.04E+13,18070104,9,STATIONARY,,10/10/2015 8:00:00,,,CA-ENVIROVIEW,STATE MASTER,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,124,,-118.30852,34.01755
5073028008,ALPINE FIXTURES & SHEET METALNA INC,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110066360342,1.10E+11,2378 W WASHINGTON BLVD,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90018,,,,,33,6.04E+13,18070104,9,STATIONARY,,10/14/2015 11:09:00,,,CA-ENVIROVIEW,STATE MASTER,,,2514,METAL HOUSEHOLD FURNITURE,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,125,,-118.31438,34.03957
6035030029,ALROGAS AUTO REPAIR,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110002872730,1.10E+11,2017 W MANCHESTER BLVD,,LOS ANGELES,LOS ANGELES,6037,CA,,USA,90047,,,,,35,6.04E+13,18070104,9,STATIONARY,,3/1/2000 0:00:00,12/29/2014 9:02:00,,RCRAINFO,SQG,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,126,,-118.31397,33.96027
6014029004,ALTERNATOR ELECTRIC SHOP,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110014377030,1.10E+11,7021 S VERMONT AVE,STE B,LOS ANGELES,LOS ANGELES,6037,CA,CALIFORNIA,USA,90044,,,,,35,6.04E+13,18070104,9,STATIONARY,,5/18/2003 1:17:00,1/26/2012 13:34:00,,"HWTS-DATAMART, RCRAINFO","SQG, STATE MASTER",811118,OTHER AUTOMOTIVE MECHANICAL AND ELECTRICAL REPAIR AND MAINTENANCE.,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,127,,-118.29215,33.97564
5056006021,ALTEST AUTO PARTS,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110065168632,1.10E+11,1547 W VENICE BLVD,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90006,,,,,31,6.04E+13,18070104,9,STATIONARY,,10/10/2015 9:41:00,,,CA-ENVIROVIEW,STATE MASTER,,,5531,AUTO AND HOME SUPPLY STORES,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,128,,-118.28792,34.04453
5054027030,ALTEST AUTO REPAIR,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110065695858,1.10E+11,1431 W ADAMS BLVD,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90007,,,,,31,6.04E+13,18070104,9,STATIONARY,,10/13/2015 13:32:00,,,CA-ENVIROVIEW,STATE MASTER,,,7538,GENERAL AUTOMOTIVE REPAIR SHOPS,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,129,,-118.29262,34.03305
6083003001,ALUMINUM WELDING,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110066350852,1.10E+11,11401 SAN PEDRO,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90059,,,,,35,6.04E+13,18070105,9,STATIONARY,,10/14/2015 11:07:00,,,CA-ENVIROVIEW,STATE MASTER,,,1311,CRUDE PETROLEUM AND NATURAL GAS,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,130,,-118.26985,33.9305
6023016001,ALVARADO AUTO REPAIR,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110066437804,1.10E+11,7524 S AVALON BLVD,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90003,,,,,35,6.04E+13,18070105,9,STATIONARY,,10/14/2015 11:30:00,,,CA-ENVIROVIEW,STATE MASTER,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,,131,,-118.2649726,33.97131074
6001013008,AM & ASSOCIATES,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110002672778,1.10E+11,5957 S ST ANDREWS PL,,LOS ANGELES,LOS ANGELES,6037,CA,CALIFORNIA,USA,90047,,,,,33,6.04E+13,18070104,9,STATIONARY,,3/1/2000 0:00:00,8/5/2010 3:42:00,,RCRAINFO,UNSPECIFIED UNIVERSE,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,132,,-118.31178,33.98639
6006032003,AM KO RESTAURANT FURNITURE INC,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110066360468,1.10E+11,5833 AVALON BLVD,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90003,,,,,35,6.04E+13,18070105,9,STATIONARY,,10/14/2015 11:09:00,,,CA-ENVIROVIEW,STATE MASTER,,,2541,"WOOD OFFICE AND STORE FIXTURES, PARTITIONS, SHELVING, AND LOCKERS",FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,133,,-118.26579,33.9886
6073025011,AM OIL,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110065443746,1.10E+11,105 IMPERIAL HWY,,LOS ANGELES,LOS ANGELES COUNTY,,CA,CALIFORNIA,U.S.A.,90061,,,,,35,6.04E+13,18070105,9,STATIONARY,,10/13/2015 9:27:00,,,CA-ENVIROVIEW,STATE MASTER,,,5541,GASOLINE SERVICE STATIONS,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,134,,-118.27348,33.93124
6073025011,AM OIL,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110066416818,1.10E+11,105 E IMPERIAL HWY,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90061,,,,,,,,9,STATIONARY,,10/14/2015 11:24:00,,,CA-ENVIROVIEW,STATE MASTER,,,,,,,,,NAD83,,135,,-118.27348,33.93124
5103013902,AMA/GILLESPIE,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110006188044,1.10E+11,57OO AVALON BLVD,,LOS ANGELES,LOS ANGELES,6037,CA,CALIFORNIA,USA,90011,,,,,31,6.04E+13,18070105,9,STATIONARY,,3/1/2000 0:00:00,8/8/2010 18:15:00,,RCRAINFO,SQG,,,,,COMMERCIAL VENDOR,ADDRESS MATCHING-HOUSE NUMBER,150,PLANT ENTRANCE (GENERAL),NAD83,,136,,-118.2650083,33.99058097
5131014039,AMBER'S AUTO REPAIR & TIRE,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110066233837,1.10E+11,1262 E 21ST ST,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90011,,,,,31,6.04E+13,18070104,9,STATIONARY,,10/14/2015 10:33:00,,,CA-ENVIROVIEW,STATE MASTER,,,7500,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,,137,,-118.2525311,34.02294246
5115010030,AMECATL MUFFLERS,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110064965523,1.10E+11,4306 S AVALON BLVD,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90011,,,,,31,6.04E+13,18070105,9,STATIONARY,,10/10/2015 7:58:00,,,CA-ENVIROVIEW,STATE MASTER,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,,138,,-118.2650601,34.00552153
5128001039,AMERI-CHINA INTERNATIONAL,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110011653674,1.10E+11,2636 S MAIN ST,,LOS ANGELES,LOS ANGELES,6037,CA,CALIFORNIA,USA,90007,,,,,31,6.04E+13,18070104,9,STATIONARY,,3/1/2000 0:00:00,2/19/2008 17:06:00,,NCDB,COMPLIANCE ACTIVITY,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,139,,-118.26874,34.02406
6007005006,AMERICA WOOD FINISHES,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110038881154,1.10E+11,728 EAST 59TH STREET,,LOS ANGELES,LOS ANGELES,6037,CA,CALIFORNIA,USA,90001-1004,,,,,35,6.04E+13,18070105,9,STATIONARY,,6/30/2009 13:55:00,10/14/2015 10:42:00,,"BR, CA-ENVIROVIEW, RCRAINFO","HAZARDOUS WASTE BIENNIAL REPORTER, LQG, STATE MASTER",325191,GUM AND WOOD CHEMICAL MANUFACTURING.,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,140,,-118.26209,33.98676
6007006009,AMERICAN CABLE SERVICES,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110042161601,1.10E+11,740 E. 60TH STREET,,LOS ANGELES,LOS ANGELES,6037,CA,CALIFORNIA,USA,90001-1013,,,,,35,6.04E+13,18070105,9,STATIONARY,,9/22/2010 10:34:00,7/22/2014 16:31:00,,"BR, RCRAINFO","HAZARDOUS WASTE BIENNIAL REPORTER, LQG",331492,"SECONDARY SMELTING, REFINING, AND ALLOYING OF NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM).",,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,141,,-118.2617,33.9853
6003001031,AMERICAN LAB AND SYSTEMS,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110002940756,1.10E+11,1328 W SLAUSON AVE,,LOS ANGELES,LOS ANGELES,6037,CA,CALIFORNIA,USA,900442824,,,,,33,6.04E+13,18070104,9,STATIONARY,,3/1/2000 0:00:00,10/14/2015 10:51:00,,"CA-ENVIROVIEW, RCRAINFO","SQG, STATE MASTER",,,3400,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,142,,-118.29891,33.98889
5104028025,AMERICAN LABS & RECOVERY INC,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110002818746,1.10E+11,5721 COMPTON BLVD,,LOS ANGELES,LOS ANGELES,6037,CA,,USA,90011,,,,,31,6.04E+13,18070105,9,STATIONARY,,3/1/2000 0:00:00,12/29/2014 8:59:00,,RCRAINFO,SQG,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,143,,-118.24809,33.99048
5122034907,AMERICAN OFFSET PRINTERS INC,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110002841417,1.10E+11,3600 SOUTH HILL ST,,LOS ANGELES,LOS ANGELES,6037,CA,CALIFORNIA,USA,90007,,,,,31,6.04E+13,18070105,9,STATIONARY,,3/1/2000 0:00:00,8/8/2010 16:53:00,,RCRAINFO,SQG,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,144,,-118.27602,34.01721
6033013039,AMERICAN PRO AUTO REPAIR,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110065404495,1.10E+11,1247 W MANCHESTER AVE UN C,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90044,,,,,35,6.04E+13,18070105,9,STATIONARY,,10/13/2015 8:23:00,,,CA-ENVIROVIEW,STATE MASTER,,,7538,GENERAL AUTOMOTIVE REPAIR SHOPS,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,145,,-118.29733,33.96032
5053035022,AMIN'S OIL (FORMER SHELL STATION),http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110065084358,1.10E+11,2603 NORMANDIE AVE S.,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90007,,,,,33,6.04E+13,18070104,9,STATIONARY,,10/10/2015 9:00:00,10/14/2015 12:42:00,,CA-ENVIROVIEW,STATE MASTER,,,5541,GASOLINE SERVICE STATIONS,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,147,,-118.30058,34.03238
5053035022,AMIN'S OIL INC,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110065715523,1.10E+11,2603 S NORMANDIE AVE,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90007,,,,,33,6.04E+13,18070104,9,STATIONARY,,10/13/2015 13:45:00,,,CA-ENVIROVIEW,STATE MASTER,,,5541,GASOLINE SERVICE STATIONS,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,148,,-118.30058,34.03238
5056004024,ANDRE AUTO PARTSNA INC.,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110065353851,1.10E+11,2300 W PICO BLVD,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90006,,,,,31,6.04E+13,18070104,9,STATIONARY,,10/13/2015 7:32:00,,,CA-ENVIROVIEW,STATE MASTER,,,5531,AUTO AND HOME SUPPLY STORES,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,149,,-118.28666,34.04697
6075008001,ANGELES SAWDUST PRODS CORP,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110002671626,1.10E+11,850 E 111TH ST,,LOS ANGELES,LOS ANGELES,6037,CA,,USA,90059,,,,,35,6.04E+13,18070105,9,STATIONARY,,3/1/2000 0:00:00,12/29/2014 8:56:00,,RCRAINFO,TRANSPORTER,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,,150,,-118.291214,33.93444285
6007002028,ANGELICA TEXTILE SERVICES,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110010480167,1.10E+11,743 745 817 EAST 59TH STREET,,LOS ANGELES,LOS ANGELES,6037,CA,CALIFORNIA,USA,90001,,,,,35,6.04E+13,18070105,9,STATIONARY,,3/1/2000 0:00:00,10/10/2015 9:12:00,,"CA-ENVIROVIEW, EIS","AIR EMISSIONS CLASSIFICATION UNKNOWN, STATE MASTER",812331,LINEN SUPPLY.,,,FRS,ADDRESS MATCHING-HOUSE NUMBER,150,,NAD83,,151,,-118.2617041,33.98730425
5126011008,ANODIZING IND INC,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110002688734,1.10E+11,1817 S HOPE ST,,LOS ANGELES,LOS ANGELES,6037,CA,CALIFORNIA,USA,90015,,,,,31,6.04E+13,18070104,9,STATIONARY,,3/1/2000 0:00:00,3/20/2014 13:35:00,,"HWTS-DATAMART, RCRAINFO","SQG, STATE MASTER",332813,"ELECTROPLATING, PLATING, POLISHING, ANODIZING, AND COLORING.",,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,154,,-118.26939,34.03446
6005010912,ANTES COLUMBUS YOUTH FOOTBALL CLUB,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110033606079,1.10E+11,120 WEST SLAUSON AVENUE,,LOS ANGELES,LOS ANGELES,6037,CA,CALIFORNIA,USA,90003,,,,,35,6.04E+13,18070105,9,STATIONARY,,3/17/2008 20:47:00,12/19/2008 16:16:00,,DTSC-ENVIROSTOR,STATE MASTER,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,155,,-118.27474,33.98892
6052028023,ANTHONY BOOSALIS,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110065227490,1.10E+11,9511 AVALON BLVD S,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90003,,,,,35,6.04E+13,18070105,9,STATIONARY,,10/10/2015 10:06:00,,,CA-ENVIROVIEW,STATE MASTER,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,,156,,-118.265339,33.94980149
5106027002,ANTIQUARIAN TRADERS,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110065037481,1.10E+11,4851 S ALAMEDA ST,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90058,,,,,31,6.04E+13,18070105,9,STATIONARY,,10/10/2015 8:35:00,,,CA-ENVIROVIEW,STATE MASTER,,,3600,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,157,,-118.23941,33.99873
6007008012,AQUA LEATHER INC,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110002942718,1.10E+11,911 E 62ND ST,,LOS ANGELES,LOS ANGELES,6037,CA,CALIFORNIA,USA,90001,,,,,35,6.04E+13,18070105,9,STATIONARY,,3/1/2000 0:00:00,8/8/2010 17:00:00,,RCRAINFO,SQG,336399,ALL OTHER MOTOR VEHICLE PARTS MANUFACTURING.,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,,158,,-118.2586623,33.98336616
6007007017,ARANDA FURNITURE,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110066180064,1.10E+11,901 E 61ST ST,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90001,,,,,35,6.04E+13,18070105,9,STATIONARY,,10/14/2015 10:18:00,,,CA-ENVIROVIEW,STATE MASTER,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,159,,-118.25934,33.98472
6054032005,ARCO #0069 (FORMER),http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110064987260,1.10E+11,9922 FIGUEROA ST S,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90003,,,,,35,6.04E+13,18070105,9,STATIONARY,,10/10/2015 8:11:00,,,CA-ENVIROVIEW,STATE MASTER,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,160,,-118.28232,33.94583
6059001033,ARCO #1015,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110066413688,1.10E+11,10000 WESTERN AVE S,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90047,,,,,35,6.04E+13,18070104,9,STATIONARY,,10/14/2015 11:24:00,,,CA-ENVIROVIEW,STATE MASTER,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,161,,-118.30865,33.94512
5019025001,ARCO #3000,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110066519137,1.10E+11,504 MARTIN LUTHER KING BLVD,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90037,,,,,33,6.04E+13,18070104,9,STATIONARY,,10/14/2015 11:51:00,,,CA-ENVIROVIEW,STATE MASTER,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,162,,-118.28313,34.01091
5110002026,ARCO #5066,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110066212299,1.10E+11,4400 BROADWAY S,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90037,,,,,35,6.04E+13,18070105,9,STATIONARY,,10/14/2015 10:27:00,,,CA-ENVIROVIEW,STATE MASTER,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,163,,-118.27786,34.00354
5107001028,ARCO #5225,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110066129175,1.10E+11,4424 CENTRAL AVE S,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90011,,,,,31,6.04E+13,18070105,9,STATIONARY,,10/14/2015 10:02:00,,,CA-ENVIROVIEW,STATE MASTER,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,164,,-118.2561,34.00329
5036030034,ARCO #71267,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110065088158,1.10E+11,1515 MARTIN LUTHER KING BLVD,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90062,,,,,33,6.04E+13,18070104,9,STATIONARY,,10/10/2015 9:02:00,,,CA-ENVIROVIEW,STATE MASTER,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,165,,-118.30422,34.01116
5037018044,"ARCO - GHACHAM, MOHAMAD - AM/PM #10",http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110058251092,1.10E+11,3775 S VERMONT AVE,,LOS ANGELES,LOS ANGELES,19,CA,,,90037,,,,,33,6.04E+13,18070104,9,STATIONARY,,3/25/2014 16:05:00,10/15/2015 13:29:00,,"CA-CERS, CA-ENVIROVIEW",STATE MASTER,,,5541,GASOLINE SERVICE STATIONS,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,166,,-118.29192,34.0179
5055019042,ARCO - JASON'S ARCO & MINI MART,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110065725898,1.10E+11,2211 S HOOVER ST,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90007,,,,,31,6.04E+13,18070104,9,STATIONARY,,10/13/2015 13:53:00,,,CA-ENVIROVIEW,STATE MASTER,,,5541,GASOLINE SERVICE STATIONS,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,167,,-118.28421,34.03575
5037018044,ARCO FACILITY NO. 108,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110065201258,1.10E+11,3775 VERMONT AVENUE,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90007,,,,,33,6.04E+13,18070104,9,STATIONARY,,10/10/2015 9:55:00,,,CA-ENVIROVIEW,STATE MASTER,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,168,,-118.29192,34.0179
