ain,Name,descriptio,cat1,cat2,cat3,addrln1,addrln2,city,state,zip,hours,phones,url,email,info1,info2,link,org_name,X,Y
5124001011,Jesus Of Nazareth Undenominational Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27765,US Geological Survey (USGS),-118.2831823,34.03559091
6063019030,Bethel Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27786,US Geological Survey (USGS),-118.2692278,33.94167692
6040027909,Doctors Convalescent Hospital Of Los Angeles,,Social Services,Senior Services,Convalescent Hospitals,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27787,LA County,-118.2742281,33.95612102
6074009923,Greater New Morning Star Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27788,US Geological Survey (USGS),-118.2758946,33.93862133
6073025004,Main Street Church Of Christ,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27789,US Geological Survey (USGS),-118.2736723,33.93251033
6040017023,Mother Of Sorrows Roman Catholic Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27790,US Geological Survey (USGS),-118.2742281,33.95806552
6052011035,Mount Carmel Holy Assembly Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27791,US Geological Survey (USGS),-118.2697835,33.95084342
6052019005,Mount Zion Lighthouse Full Gospel Mission,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27792,US Geological Survey (USGS),-118.2692279,33.94778792
6074014024,New Prospect Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27793,US Geological Survey (USGS),-118.277839,33.93695463
6040018001,New Temple Missionary Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27794,US Geological Survey (USGS),-118.2778393,33.95806542
6063002032,Saint John Missionary Baptist Church Of Jesus Christ,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27795,US Geological Survey (USGS),-118.2697834,33.94501022
6040027906,Templo Pentecostal La Hermosa,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27796,US Geological Survey (USGS),-118.2747837,33.95584322
6087022030,Faith Temple Church Of God,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27829,US Geological Survey (USGS),-118.2741546,33.92416183
6083017015,Goodwill Missionary Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27830,US Geological Survey (USGS),-118.273599,33.92693953
6086001021,Kingdom Hall Of Jehovahs Witnesses,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27832,US Geological Survey (USGS),-118.2735998,33.9235901
6083028011,Pentecost Temple,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27834,US Geological Survey (USGS),-118.2691546,33.92443953
6083028026,Pentecostal Temple Church Of God,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27835,US Geological Survey (USGS),-118.2691546,33.92416183
6083026030,True Love Missionary Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27842,US Geological Survey (USGS),-118.273599,33.92443953
6117003008,Greater New Jericho Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27889,US Geological Survey (USGS),-118.2830435,33.92332843
6088016011,King Jesus Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27890,US Geological Survey (USGS),-118.2827657,33.92721733
5016011001,Pilgrim Congregational Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27913,US Geological Survey (USGS),-118.3006183,34.00167532
6005023019,Saint Columbkille Catholic Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27914,US Geological Survey (USGS),-118.2742286,33.98147975
6015008031,Epworth Methodist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27917,US Geological Survey (USGS),-118.300618,33.98000912
6004037039,Greater Cornerstone Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27918,US Geological Survey (USGS),-118.2822843,33.98639822
6014001003,Normandie Church Of Christ,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27919,US Geological Survey (USGS),-118.2997827,33.9813167
6020011039,True Gospel Missionary Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27920,US Geological Survey (USGS),-118.287562,33.96889842
5126007033,First Presbyterian Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27926,US Geological Survey (USGS),-118.2725623,34.03250771
5124001011,Antioch Temple Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27928,US Geological Survey (USGS),-118.283396,34.03584071
6072033018,Church Of God In Christ,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27960,US Geological Survey (USGS),-118.2545051,33.93139963
6042024004,First Antioch Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27961,US Geological Survey (USGS),-118.2567277,33.95862132
6063005024,Friendship Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27962,US Geological Survey (USGS),-118.2653388,33.94445472
6051011039,Grant African Methodist Episcopal Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27963,US Geological Survey (USGS),-118.2545052,33.94112162
6049027005,Hays Tabernacle Christian Methodist Episcopal Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27965,US Geological Survey (USGS),-118.2545053,33.94445482
6050024015,Kingdom Hall Of Jehovahs Witnesses,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27966,US Geological Survey (USGS),-118.2647834,33.94778802
6063021030,Mount Gilead Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27967,US Geological Survey (USGS),-118.2656166,33.94028813
6063020029,New Christian Light Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27970,US Geological Survey (USGS),-118.2653388,33.94167702
6051023003,New Pleasant Grove Missionary Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27971,US Geological Survey (USGS),-118.2611721,33.93862152
6052025029,South Los Angeles Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27972,US Geological Survey (USGS),-118.2653389,33.95251012
6070015032,Tabernacle Of Faith Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27973,US Geological Survey (USGS),-118.2536718,33.93139962
6066002030,Temple Bethel Gladic,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27974,US Geological Survey (USGS),-118.2386714,33.94028822
6069012023,Union Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27975,US Geological Survey (USGS),-118.2400603,33.93501052
6073026033,The Church Of The Living God,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27983,US Geological Survey (USGS),-118.2681165,33.93167713
6050004003,The Holy Temple Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27984,US Geological Survey (USGS),-118.2567276,33.95251032
6048010038,Beulah Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27985,US Geological Survey (USGS),-118.2489496,33.94584372
6048011040,First Unity Missionary Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27987,US Geological Survey (USGS),-118.2464495,33.94473262
6048001018,Ninetysecond Street Christian Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27989,US Geological Survey (USGS),-118.247645,33.95280337
6070004003,Phillips Chapel Christian Methodist Episcopal Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27990,US Geological Survey (USGS),-118.247005,33.93639952
6070008041,Village Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27995,US Geological Survey (USGS),-118.2475606,33.93501062
6048011040,Welcome Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27996,US Geological Survey (USGS),-118.2464495,33.94501042
6048031050,Bright Star Church Of God In Christ,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27997,US Geological Survey (USGS),-118.2417271,33.94834362
6067006046,Church Of Christ,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27998,US Geological Survey (USGS),-118.2386714,33.93528832
6048021016,Church Of Christ,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=27999,US Geological Survey (USGS),-118.245894,33.95001032
6067009052,Fountain Garden Convalescent Hospital,,Social Services,Senior Services,Convalescent Hospitals,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28004,LA County,-118.2333934,33.93473272
6048030041,Good Shepherd Convalescent Hospital,,Social Services,Senior Services,Convalescent Hospitals,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28005,LA County,-118.2408938,33.94778812
6066009069,Olive Branch Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28008,US Geological Survey (USGS),-118.2300601,33.94278812
6066011053,One Hundred Third Street Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28009,US Geological Survey (USGS),-118.2356158,33.94278822
6048028049,Saint James African Methodist Episcopal Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28011,US Geological Survey (USGS),-118.2393078,33.94418818
6065031036,Saint Johns United Methodist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28013,US Geological Survey (USGS),-118.2420048,33.94001052
6048013043,Saint Lawrence Roman Catholic Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28014,US Geological Survey (USGS),-118.2458939,33.94445482
6068006026,Saint Marks Roman Catholic Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28015,US Geological Survey (USGS),-118.2325796,33.937584
6068007002,San Miguel Convent,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28016,US Geological Survey (USGS),-118.2322823,33.93723262
,El Bethel Missionary Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28108,US Geological Survey (USGS),-118.26501,33.9281278
6069029077,Watts Community Seventh Day Adventist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28138,US Geological Survey (USGS),-118.241099,33.92971732
6069027035,New Way Missionary Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28139,US Geological Survey (USGS),-118.246099,33.93082842
6067002049,Onehundredfourteenth Street Church Of God,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28140,US Geological Survey (USGS),-118.238599,33.93138402
6069024034,Macedonia Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28143,US Geological Survey (USGS),-118.2422825,33.93139952
6069021013,Saint Paul Church Of God In Christ,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28145,US Geological Survey (USGS),-118.2461716,33.93223292
6029001029,Saint Reed Missionary Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28169,US Geological Survey (USGS),-118.2633947,33.96723212
5131021025,Second Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28170,US Geological Survey (USGS),-118.2561729,34.02111962
5114015043,Saint Patricks Catholic Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28185,US Geological Survey (USGS),-118.2572839,34.01250892
5118009002,House Of Prayer For All Nations,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28188,US Geological Survey (USGS),-118.2483948,34.01667541
5128024025,Independent Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28189,US Geological Survey (USGS),-118.2568632,34.0186671
5131011032,All Peoples Christian Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28190,US Geological Survey (USGS),-118.2564507,34.02584161
5118006022,Bethany Apostolic Faith Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28192,US Geological Survey (USGS),-118.2472837,34.01750871
5118011024,Bethel Church Of Christ Holiness,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28193,US Geological Survey (USGS),-118.2500616,34.01611992
5131017016,Church Of Christ,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28195,US Geological Survey (USGS),-118.2583952,34.02361942
5129003019,Church Of God Chapel,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28196,US Geological Survey (USGS),-118.2486727,34.02278631
5116019035,Church Of God In Christ Holiness,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28197,US Geological Survey (USGS),-118.245339,34.00417602
5128023026,East Twentyeighth Street Christian Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28198,US Geological Survey (USGS),-118.2570062,34.01778642
5131019001,Louella L Beavers Spiritual Temple,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28199,US Geological Survey (USGS),-118.2577857,34.02305572
5116018037,Mount Olive Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28200,US Geological Survey (USGS),-118.2472027,34.00556218
5119002018,Mount Olive Church Of God In Christ,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28201,US Geological Survey (USGS),-118.2497838,34.02139741
5127007025,New Light Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28202,US Geological Survey (USGS),-118.2600619,34.02500821
5131015003,New Zion Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28203,US Geological Survey (USGS),-118.2550618,34.02278621
5131020016,Opportunity Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28204,US Geological Survey (USGS),-118.2556173,34.02195292
5128024026,Pentecostal Church Of God In Christ,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28205,US Geological Survey (USGS),-118.2564507,34.01861972
5118018024,Rainbow Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28206,US Geological Survey (USGS),-118.2450614,34.01500882
5119003012,Saint John Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28207,US Geological Survey (USGS),-118.2522839,34.02139742
5127002912,Saint Lukes Missionary Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28208,US Geological Survey (USGS),-118.2588766,34.02861376
5128019014,Saint Phillips Episcopal Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28209,US Geological Survey (USGS),-118.2603396,34.01917522
5119031022,Saints Home Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28211,US Geological Survey (USGS),-118.2472837,34.02056421
5127010008,Spiritual Fellowship Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28212,US Geological Survey (USGS),-118.2617286,34.02195282
5131018027,Strangers Rest Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28213,US Geological Survey (USGS),-118.2583952,34.02306401
5131002010,The Peoples Independent Church Of Christ,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28214,US Geological Survey (USGS),-118.2517283,34.02667501
5114038015,Emmanuel Church Of God In Christ,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28216,US Geological Survey (USGS),-118.2489504,34.01278672
5116012002,Goodwill Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28217,US Geological Survey (USGS),-118.2450614,34.00806472
5119001031,Twentyfirst Street Temple Church Of God In Christ,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28218,US Geological Survey (USGS),-118.2514506,34.02223071
5119023005,Walker Temple African Methodist Episcopal Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28219,US Geological Survey (USGS),-118.2503393,34.01750871
5138015040,Trinity Methodist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28295,US Geological Survey (USGS),-118.2658956,34.04139631
5127018011,Apostolic Holy Cross Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28297,US Geological Survey (USGS),-118.2617286,34.02806371
5129002032,Crystal Light Missionary Baptist Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28298,US Geological Survey (USGS),-118.2478393,34.02361951
5127010008,First Chinese Presbyterian Church,,Community Groups,Churches,,,,,,,,,,,,,http://egis3.lacounty.gov/lms/?p=28299,US Geological Survey (USGS),-118.2617286,34.02223062
6011001033,Evangelical Brethren,,Education,Early Childhoold Education and Head Start,,6525 S. San Pedro Street,,Sun Valley,CA,91356-3734,,(323) 752-1636,,,,,http://egis3.lacounty.gov/lms/?p=29904,LA County,-118.2698453,33.97991393
5103029900,Fifth-Second St Portable,,Education,Early Childhoold Education and Head Start,,905 E. 52Nd Street,,Van Nuys,CA,91406-3418,,(323) 231-0522,,,,,http://egis3.lacounty.gov/lms/?p=29905,LA County,-118.2597294,33.9960221
6011006002,Good Tidings,,Education,Early Childhoold Education and Head Start,,7011 S. San Pedro Street,,Van Nuys,CA,91401-4435,,(323) 750-3615,,,,,http://egis3.lacounty.gov/lms/?p=29908,LA County,-118.2698025,33.97585269
5021006039,Lindsay Center,,Education,Early Childhoold Education and Head Start,,1584 E. M.L.King Jr. Blvd,,Los Angeles,CA,90034-6309,,(323) 231-6785,,,,,http://egis3.lacounty.gov/lms/?p=29909,LA County,-118.306321,34.01068475
5120013016,Peaceful Rest Center,,Education,Early Childhoold Education and Head Start,,346 E. 36Th Street,,Los Angeles,CA,90003-2213,,(323) 235-1814,,,,,http://egis3.lacounty.gov/lms/?p=29914,LA County,-118.2691494,34.01482157
5121025904,Silva Center,,Education,Early Childhoold Education and Head Start,,153 E. M.L.King Jr. Blvd.,,Los Angeles,CA,90011-2235,,(323) 235-2020,,,,,http://egis3.lacounty.gov/lms/?p=29915,LA County,-118.2724124,34.01130479
6041023901,Green Meadows,,Education,Early Childhoold Education and Head Start,,8835 S. Avalon Blvd.,,Los Angeles,CA,90026-1847,,(323) 778-1185,,,,,http://egis3.lacounty.gov/lms/?p=29940,LA County,-118.2652928,33.95632159
6070012900,Nickerson Gardens,,Education,Early Childhoold Education and Head Start,,11253 S. Compton Avenue,,Los Angeles,CA,90033-3703,,(323) 569-1286,,,,,http://egis3.lacounty.gov/lms/?p=29945,LA County,-118.2464598,33.93236225
5075033900,Salvin Head Start,,Education,Early Childhoold Education and Head Start,,1925 S. Budlong Avenue,,La Verne,CA,91750,,(323) 731-6795,,,,,http://egis3.lacounty.gov/lms/?p=29949,LA County,-118.29641,34.03919052
5005019012,Chesterfield,,Education,Early Childhoold Education and Head Start,,1966 S. Concordia Walk,,La Puente,CA,91744-4738,,(323) 294-5626,,,,,http://egis3.lacounty.gov/lms/?p=29985,LA County,-118.3129069,33.99218095
6053008002,Main,,Education,Early Childhoold Education and Head Start,,9505 S. Main Street,,Los Angeles,CA,90065-2101,,(323) 755-4121,,,,,http://egis3.lacounty.gov/lms/?p=29992,LA County,-118.2742088,33.94960348
6068001040,Watts I,,Education,Early Childhoold Education and Head Start,,10712 S. Wilmington Ave.,,Los Angeles,CA,90017-2011,,(323) 564-0628,,,,,http://egis3.lacounty.gov/lms/?p=30001,LA County,-118.2388163,33.93856649
6049021045,Watts Ii,,Education,Early Childhoold Education and Head Start,,9900 S. Central Ave.,,Los Angeles,CA,90039-1253,,(323) 564-4010,,,,,http://egis3.lacounty.gov/lms/?p=30002,LA County,-118.2537376,33.94681525
6048031041,Watts Iii,,Education,Early Childhoold Education and Head Start,,9622 Beach Street,,Los Angeles,CA,90019-4236,,(323) 249-9705,,,,,http://egis3.lacounty.gov/lms/?p=30003,LA County,-118.2416623,33.94912147
6070015013,Watts Iv,,Education,Early Childhoold Education and Head Start,,11230 S. Central Ave.,,South Gate,CA,90280-6007,,(323) 249-8188,,,,,http://egis3.lacounty.gov/lms/?p=30004,LA County,-118.2538973,33.93206721
6075007003,Watts V,,Education,Early Childhoold Education and Head Start,,710 E. 111Th Place,,Los Angeles,CA,90026-4694,,(323) 299-9742,,,,,http://egis3.lacounty.gov/lms/?p=30005,LA County,-118.2875,33.93422579
6069012023,Watts Vi,,Education,Early Childhoold Education and Head Start,,1812 E. 110 Street,,Glendale,CA,91205-3831,,(323) 569-9415,,,,,http://egis3.lacounty.gov/lms/?p=30006,LA County,-118.2401391,33.93492842
5131021011,Astro Village Cdc,,Education,Early Childhoold Education and Head Start,,911 E. 25Th Street,,Lancaster,CA,93536-6205,,(232) 746-7504,,,,,http://egis3.lacounty.gov/lms/?p=30021,LA County,-118.2563545,34.02080954
6042006900,Avalon,,Education,Early Childhoold Education and Head Start,,703 E. 88Th Place,,Bell,CA,90201-1149,,(323) 750-1879,,,,,http://egis3.lacounty.gov/lms/?p=30022,LA County,-118.2628545,33.9566722
5119030020,Beta M. Vista,,Education,Early Childhoold Education and Head Start,,1403 E. 21St Street,,Maywood,CA,90270-3017,,(213) 748-5543,,,,,http://egis3.lacounty.gov/lms/?p=30023,LA County,-118.2494154,34.02112633
6061010028,Community Center,,Education,Early Childhoold Education and Head Start,,10611 S. Hoover,,Bell,CA,90201-1307,,(323) 753-2401,,,,,http://egis3.lacounty.gov/lms/?p=30025,LA County,-118.2873005,33.9394884
6039007019,Discovery Cdc,,Education,Early Childhoold Education and Head Start,,9502 S. Figueroa Street,,Maywood,CA,90270-3014,,(323) 756-5162,,,,,http://egis3.lacounty.gov/lms/?p=30026,LA County,-118.2822948,33.94992006
5115014030,Dunbar Child Dev. Ctr.,,Education,Early Childhoold Education and Head Start,,4361 S. Central Ave.,,Los Angeles,CA,90011-1626,,(323) 235-4081,,,,,http://egis3.lacounty.gov/lms/?p=30027,LA County,-118.2566702,34.00415713
6083005035,First Horizon Cdc,,Education,Early Childhoold Education and Head Start,,305 E. 105Th Street,,Los Angeles,CA,90011-1303,,(323) 242-8420,,,,,http://egis3.lacounty.gov/lms/?p=30029,LA County,-118.2692601,33.93026428
6015008031,First Steps Cdc,,Education,Early Childhoold Education and Head Start,,6525 S. Normandie,,Los Angeles,CA,90006-5407,,(323) 971-3187,,,,,http://egis3.lacounty.gov/lms/?p=30030,LA County,-118.300617,33.98005002
6014009028,First Steps Ii,,Education,Early Childhoold Education and Head Start,,6570 S. Normandie Ave,,Los Angeles,CA,90044-4443,,(323) 971-3187,,,,,http://egis3.lacounty.gov/lms/?p=30031,LA County,-118.3000467,33.97954484
6065017907,Hacienda,,Education,Early Childhoold Education and Head Start,,10441 Antwerp,,Los Angeles,CA,90003-3927,,(323) 561-5080,,,,,http://egis3.lacounty.gov/lms/?p=30032,LA County,-118.2485766,33.94111158
6004040010,Hamilton,,Education,Early Childhoold Education and Head Start,,6330 S. Figueroa Street,,Los Angeles,CA,90011-3051,,(323) 753-2839,,,,,http://egis3.lacounty.gov/lms/?p=30033,LA County,-118.282316,33.98165776
6002024900,Harvard,,Education,Early Childhoold Education and Head Start,,1506 W. 61St Street,,Los Angeles,CA,90023-3504,,(323) 750-4218,,,,,http://egis3.lacounty.gov/lms/?p=30034,LA County,-118.3025544,33.98444795
6042023034,Henderson'S Academy,,Education,Early Childhoold Education and Head Start,,8615 S. Central Ave.,,Los Angeles,CA,90003-4910,,(323) 753-2401,,,,,http://egis3.lacounty.gov/lms/?p=30035,LA County,-118.2567474,33.95954518
6038019024,John W. Mack Educ,,Education,Early Childhoold Education and Head Start,,9022 S. Vermont Ave.,,Los Angeles,CA,90044-2631,,(323) 753-2401,,,,,http://egis3.lacounty.gov/lms/?p=30036,LA County,-118.2913241,33.95484964
6032028028,Le Va Read Academy,,Education,Early Childhoold Education and Head Start,,501 W. 80Th Street,,Los Angeles,CA,90003-1026,,(323) 753-7068,,,,,http://egis3.lacounty.gov/lms/?p=30039,LA County,-118.2829723,33.96685845
5108021025,Lew Sand Weltor Enrichment Center,,Education,Early Childhoold Education and Head Start,,1010 E. 48Th Street,,Los Angeles,CA,90047-1540,,(323) 753-2401,,,,,http://egis3.lacounty.gov/lms/?p=30040,LA County,-118.2579529,33.99978223
6038013013,Manchester,,Education,Early Childhoold Education and Head Start,,8720 S. Hoover,,Los Angeles,CA,90002-1113,,(323) 758-3991,,,,,http://egis3.lacounty.gov/lms/?p=30041,LA County,-118.2867271,33.95854551
6032027001,Mccall-Davies Cdc,,Education,Early Childhoold Education and Head Start,,7914 S. Hoover Street,,Los Angeles,CA,90044-4836,,(323) 971-8351,,,,,http://egis3.lacounty.gov/lms/?p=30042,LA County,-118.2867229,33.96724309
5116003037,Metropolitan Technological,,Education,Early Childhoold Education and Head Start,,4200 S. Hooper,,Los Angeles,CA,90023-1409,,(323) 232-7704,,,,,http://egis3.lacounty.gov/lms/?p=30043,LA County,-118.251806,34.00731886
5106011008,Pueblo Ii,,Education,Early Childhoold Education and Head Start,,1594 E. 54Th Street,,Los Angeles,CA,90011-5413,,(323) 235-2855,,,,,http://egis3.lacounty.gov/lms/?p=30046,LA County,-118.2456479,34.00242112
6013021044,Renaissance Enrichment Center,,Education,Early Childhoold Education and Head Start,,655 W. 70Th Street,,Los Angeles,CA,90044-5020,,(323) 753-2401,,,,,http://egis3.lacounty.gov/lms/?p=30048,LA County,-118.2852465,33.97626232
5017032024,Vernon,,Education,Early Childhoold Education and Head Start,,1024 W. Verrnon,,Los Angeles,CA,90043-4556,,(323) 231-7878,,,,,http://egis3.lacounty.gov/lms/?p=30051,LA County,-118.2924226,34.00337203
6033013034,Will Moore,,Education,Early Childhoold Education and Head Start,,1215 W. Manchester,,Los Angeles,CA,90011-5014,,(323) 753-0651,,,,,http://egis3.lacounty.gov/lms/?p=30052,LA County,-118.2963881,33.96018707
